id,clave_sat,state_id/id,name
cfd_mx.res_country_state_municipio_008CHH,008,CHH,Batopilas
cfd_mx.res_country_state_municipio_008CHP,008,CHP,Angel Albino Corzo
cfd_mx.res_country_state_municipio_008DIF,008,DIF,La Magdalena Contreras
cfd_mx.res_country_state_municipio_008DUR,008,DUR,Guadalupe Victoria
cfd_mx.res_country_state_municipio_008GRO,008,GRO,Atenango del Río
cfd_mx.res_country_state_municipio_008GUA,008,GUA,Manuel Doblado
cfd_mx.res_country_state_municipio_008HID,008,HID,Apan
cfd_mx.res_country_state_municipio_008JAL,008,JAL,Arandas
cfd_mx.res_country_state_municipio_008MEX,008,MEX,Amatepec
cfd_mx.res_country_state_municipio_008MIC,008,MIC,Aquila
cfd_mx.res_country_state_municipio_008MOR,008,MOR,Emiliano Zapata
cfd_mx.res_country_state_municipio_008NAY,008,NAY,Xalisco
cfd_mx.res_country_state_municipio_008NLE,008,NLE,Bustamante
cfd_mx.res_country_state_municipio_008OAX,008,OAX,Asunción Tlacolulita
cfd_mx.res_country_state_municipio_008PUE,008,PUE,Ahuazotepec
cfd_mx.res_country_state_municipio_008QUE,008,QUE,Huimilpan
cfd_mx.res_country_state_municipio_008ROO,008,ROO,Solidaridad
cfd_mx.res_country_state_municipio_008SIN,008,SIN,Elota
cfd_mx.res_country_state_municipio_008SLP,008,SLP,Cerritos
cfd_mx.res_country_state_municipio_008SON,008,SON,Bacadéhuachi
cfd_mx.res_country_state_municipio_008TAB,008,TAB,Huimanguillo
cfd_mx.res_country_state_municipio_008TAM,008,TAM,Casas
cfd_mx.res_country_state_municipio_008TLA,008,TLA,Cuapiaxtla
cfd_mx.res_country_state_municipio_008VER,008,VER,Alpatláhuac
cfd_mx.res_country_state_municipio_008YUC,008,YUC,Calotmul
cfd_mx.res_country_state_municipio_008ZAC,008,ZAC,Cuauhtémoc
cfd_mx.res_country_state_municipio_009AGU,009,AGU,Tepezalá
cfd_mx.res_country_state_municipio_009BCS,009,BCS,Loreto
cfd_mx.res_country_state_municipio_009CAM,009,CAM,Escárcega
cfd_mx.res_country_state_municipio_009COA,009,COA,Francisco I. Madero
cfd_mx.res_country_state_municipio_009COL,009,COL,Tecomán
cfd_mx.res_country_state_municipio_009CHH,009,CHH,Bocoyna
cfd_mx.res_country_state_municipio_009CHP,009,CHP,Arriaga
cfd_mx.res_country_state_municipio_009DIF,009,DIF,Milpa Alta
cfd_mx.res_country_state_municipio_009DUR,009,DUR,Guanaceví
cfd_mx.res_country_state_municipio_009GRO,009,GRO,Atlamajalcingo del Monte
cfd_mx.res_country_state_municipio_009GUA,009,GUA,Comonfort
cfd_mx.res_country_state_municipio_009HID,009,HID,El Arenal
cfd_mx.res_country_state_municipio_009JAL,009,JAL,El Arenal
cfd_mx.res_country_state_municipio_009MEX,009,MEX,Amecameca
cfd_mx.res_country_state_municipio_009MIC,009,MIC,Ario
cfd_mx.res_country_state_municipio_009MOR,009,MOR,Huitzilac
cfd_mx.res_country_state_municipio_009NAY,009,NAY,Del Nayar
cfd_mx.res_country_state_municipio_009NLE,009,NLE,Cadereyta Jiménez
cfd_mx.res_country_state_municipio_009OAX,009,OAX,Ayotzintepec
cfd_mx.res_country_state_municipio_009PUE,009,PUE,Ahuehuetitla
cfd_mx.res_country_state_municipio_009QUE,009,QUE,Jalpan de Serra
cfd_mx.res_country_state_municipio_009ROO,009,ROO,Tulum
cfd_mx.res_country_state_municipio_009SIN,009,SIN,Escuinapa
cfd_mx.res_country_state_municipio_009SLP,009,SLP,Cerro de San Pedro
cfd_mx.res_country_state_municipio_009SON,009,SON,Bacanora
cfd_mx.res_country_state_municipio_009TAB,009,TAB,Jalapa
cfd_mx.res_country_state_municipio_009TAM,009,TAM,Ciudad Madero
cfd_mx.res_country_state_municipio_009TLA,009,TLA,Cuaxomulco
cfd_mx.res_country_state_municipio_009VER,009,VER,Alto Lucero de Gutiérrez Barrios
cfd_mx.res_country_state_municipio_009YUC,009,YUC,Cansahcab
cfd_mx.res_country_state_municipio_009ZAC,009,ZAC,Chalchihuites
cfd_mx.res_country_state_municipio_010AGU,010,AGU,El Llano
cfd_mx.res_country_state_municipio_010CAM,010,CAM,Calakmul
cfd_mx.res_country_state_municipio_010COA,010,COA,Frontera
cfd_mx.res_country_state_municipio_010COL,010,COL,Villa de Álvarez
cfd_mx.res_country_state_municipio_010CHH,010,CHH,Buenaventura
cfd_mx.res_country_state_municipio_010CHP,010,CHP,Bejucal de Ocampo
cfd_mx.res_country_state_municipio_010DIF,010,DIF,Álvaro Obregón
cfd_mx.res_country_state_municipio_010DUR,010,DUR,Hidalgo
cfd_mx.res_country_state_municipio_010GRO,010,GRO,Atlixtac
cfd_mx.res_country_state_municipio_010GUA,010,GUA,Coroneo
cfd_mx.res_country_state_municipio_010HID,010,HID,Atitalaquia
cfd_mx.res_country_state_municipio_010JAL,010,JAL,Atemajac de Brizuela
cfd_mx.res_country_state_municipio_010MEX,010,MEX,Apaxco
cfd_mx.res_country_state_municipio_010MIC,010,MIC,Arteaga
cfd_mx.res_country_state_municipio_010MOR,010,MOR,Jantetelco
cfd_mx.res_country_state_municipio_010NAY,010,NAY,Rosamorada
cfd_mx.res_country_state_municipio_010NLE,010,NLE,El Carmen
cfd_mx.res_country_state_municipio_010OAX,010,OAX,El Barrio de la Soledad
cfd_mx.res_country_state_municipio_010PUE,010,PUE,Ajalpan
cfd_mx.res_country_state_municipio_010QUE,010,QUE,Landa de Matamoros
cfd_mx.res_country_state_municipio_010ROO,010,ROO,Bacalar
cfd_mx.res_country_state_municipio_010SIN,010,SIN,El Fuerte
cfd_mx.res_country_state_municipio_010SLP,010,SLP,Ciudad del Maíz
cfd_mx.res_country_state_municipio_010SON,010,SON,Bacerac
cfd_mx.res_country_state_municipio_010TAB,010,TAB,Jalpa de Méndez
