id,name,state_id/id,municipio_id/id,ciudad_id/id
cfd_mx.res_country_state_cp_20446007,20446,AGU,007,
cfd_mx.res_country_state_cp_20447007,20447,AGU,007,
cfd_mx.res_country_state_cp_20448,20448,AGU,,
cfd_mx.res_country_state_cp_20449,20449,AGU,,
cfd_mx.res_country_state_cp_20450007,20450,AGU,007,
cfd_mx.res_country_state_cp_20451,20451,AGU,,
cfd_mx.res_country_state_cp_20452,20452,AGU,,
cfd_mx.res_country_state_cp_20453,20453,AGU,,
cfd_mx.res_country_state_cp_20454007,20454,AGU,007,
cfd_mx.res_country_state_cp_20455,20455,AGU,,
cfd_mx.res_country_state_cp_20456007,20456,AGU,007,
cfd_mx.res_country_state_cp_20457007,20457,AGU,007,
cfd_mx.res_country_state_cp_20458,20458,AGU,,
cfd_mx.res_country_state_cp_20459,20459,AGU,,
cfd_mx.res_country_state_cp_2046000409,20460,AGU,004,09
cfd_mx.res_country_state_cp_20461,20461,AGU,,
cfd_mx.res_country_state_cp_2046200409,20462,AGU,004,09
cfd_mx.res_country_state_cp_20463,20463,AGU,,
cfd_mx.res_country_state_cp_20464,20464,AGU,,
cfd_mx.res_country_state_cp_20465,20465,AGU,,
cfd_mx.res_country_state_cp_2046600409,20466,AGU,004,09
cfd_mx.res_country_state_cp_2046700409,20467,AGU,004,09
cfd_mx.res_country_state_cp_2046800409,20468,AGU,004,09
cfd_mx.res_country_state_cp_2046900409,20469,AGU,004,09
